Building/Room       Class Times              Professor Names               
AB-2125             5:40 PM - 7:00 PM        SWISHER, CARL                 
AB-2125             5:40 PM - 7:00 PM        SEVERMANN                     
AB-1210             5:55 PM - 6:50 PM        SCHLISCHE, ROY                
AB-2125             5:40 PM - 7:00 PM        ADAMO, LAUREN; MASIS ARCE     
AB-2125             5:40 PM - 7:00 PM        ADAMO, LAUREN; VALGARDSON     
AB-1220             5:55 PM - 6:50 PM        DOHERTY                       
BE-AUD              5:40 PM - 7:00 PM        HANAFI, BARI                  
BE-AUD              5:40 PM - 7:00 PM        PLETKA, CRYSTAL               
TIL-106J            7:45 PM - 8:40 PM        PLETKA, CRYSTAL               
BE-AUD              5:40 PM - 7:00 PM        OJHA, LUJENDRA                
BE-AUD              5:40 PM - 7:00 PM        BROWNING, JAMES; MILLER, KENNETH
TIL-106Z            7:45 PM - 8:40 PM        BLACK, BENJAMIN               
BE-AUD              2:00 PM - 3:20 PM        FEIGENSON, MARK               
BE-AUD              2:00 PM - 3:20 PM        AUBRY                         
TIL-106J            7:45 PM - 8:40 PM        REINFELDER; YEE, NATHAN       
BE-AUD              2:00 PM - 3:20 PM        REINFELDER                    
BE-AUD              2:00 PM - 3:20 PM        FEIBEL, CRAIG                 
TIL-106Z            12:25 PM - 1:20 PM       MILLER, KENNETH               
BE-AUD              4:05 PM - 5:00 PM        FALKOWSKI, PAUL               
BE-AUD              4:05 PM - 5:00 PM        ADAMO, LAUREN                 
TIL-106J            8:45 AM - 9:40 AM        ADAMO, LAUREN                 
BE-AUD              4:05 PM - 5:00 PM        ADAMO, LAUREN                 
BE-AUD              4:05 PM - 5:00 PM        CAI, CLAIRE                   
TIL-106J            10:35 AM - 11:30 AM      PICHUGIN                      
BE-AUD              4:05 PM - 5:00 PM        KULKARNI                      
BE-AUD              4:05 PM - 5:00 PM        PICHUGIN                      
TIL-106J            12:25 PM - 1:20 PM                                     
BE-AUD              4:05 PM - 5:00 PM        AK, ARTUN                     
BE-AUD              4:05 PM - 5:00 PM        BEHRMANN                      
TIL-106J            7:45 PM - 8:40 PM        GALASSO                       
BE-AUD              4:05 PM - 5:00 PM        TALAEIZADEH                   
BE-AUD              4:05 PM - 5:00 PM        PICHUGIN                      
TIL-106J            2:15 PM - 3:10 PM        GALASSO                       
BE-AUD              4:05 PM - 5:00 PM        GALASSO                       
BE-AUD              4:05 PM - 5:00 PM        WEBER                         
TIL-106J            5:55 PM - 6:50 PM        RENNIE                        
BE-AUD              4:05 PM - 5:00 PM                                      
BE-AUD              4:05 PM - 5:00 PM                                      
TIL-106J            7:45 PM - 8:40 PM                                      
BE-AUD              4:05 PM - 5:00 PM        KOURTI                        
BE-AUD              4:05 PM - 5:00 PM        KOURTI                        
TIL-106Z            4:05 PM - 5:00 PM        KOURTI                        
BE-AUD              4:05 PM - 5:00 PM        THOMAIDIS                     
BE-AUD              4:05 PM - 5:00 PM        KOURTI                        
TIL-106J            2:15 PM - 3:10 PM                                      
HLL-114             4:05 PM - 5:00 PM                                      
HLL-114             4:05 PM - 5:00 PM        PHILIP, TOBIAS                
SEC-207             12:25 PM - 1:20 PM       POWER, TIMOTHY                
HLL-114             4:05 PM - 5:00 PM        MCGLEW, JAMES                 
HLL-114             4:05 PM - 5:00 PM        YADIN-ISRAEL                  
BE-252              10:35 AM - 11:30 AM      KABRA, ANUJA                  
HLL-114             4:05 PM - 5:00 PM        PARVEEN                       
HLL-114             4:05 PM - 5:00 PM        KABRA, ANUJA                  
SEC-207             5:55 PM - 6:50 PM        PARVEEN                       
TIL-254             7:45 PM - 8:40 PM        BOUCHARD, JACK                
TIL-254             7:45 PM - 8:40 PM        HELLBECK                      
BE-253              10:35 AM - 11:30 AM      MATSUDA, MATT                 
TIL-254             7:45 PM - 8:40 PM        IKEYA, CHIE                   
TIL-254             7:45 PM - 8:40 PM        MITTELSTADT; SURKIS, JUDITH   
LSH-B269            12:25 PM - 1:20 PM       MATHEW, JOHAN                 
TIL-254             7:45 PM - 8:40 PM        COOPER, BARBARA               
TIL-254             7:45 PM - 8:40 PM        YADIN-ISRAEL                  
BE-252              2:15 PM - 3:10 PM        GILL, TIFFANY                 
HLL-114             7:45 PM - 8:40 PM        JONES, JENNIFER               
HLL-114             7:45 PM - 8:40 PM        SILVER, PETER                 
SEC-202             4:05 PM - 5:00 PM        MATHEW, JOHAN                 
HLL-114             7:45 PM - 8:40 PM        MALANGA, TARA                 
HLL-114             7:45 PM - 8:40 PM        WOODHOUSE-BEYER               
ARC-105             5:55 PM - 6:50 PM        RICO                          
HLL-114             7:45 PM - 8:40 PM        BURROWES                      
HLL-114             7:45 PM - 8:40 PM        DAVIS, BELINDA                
SEC-118             7:45 PM - 8:40 PM        TOWNSEND                      
HLL-114             7:45 PM - 8:40 PM        MITTELSTADT                   
HLL-114             7:45 PM - 8:40 PM        MCCARTY, CAROL                
BRR-4085            5:55 PM - 6:50 PM                                      
HLL-114             7:45 PM - 8:40 PM                                      
HLL-114             7:45 PM - 8:40 PM        DELBOURGO                     
SEC-207             4:05 PM - 5:00 PM        DELBOURGO                     
HLL-114             7:45 PM - 8:40 PM        RAUCHER, MICHAL               
HLL-114             7:45 PM - 8:40 PM        KELLY, SAMANTHA               
RWH-206             2:15 PM - 3:10 PM        LEE, SUKHEE                   
HLL-114             7:45 PM - 8:40 PM        LEE, SUKHEE                   
HLL-114             7:45 PM - 8:40 PM        LIU, XUN                      
ARC-206             12:25 PM - 1:20 PM       HERNANDEZ MATOS               
RWH-105             7:45 PM - 8:40 PM        TOWNSEND                      
RWH-105             7:45 PM - 8:40 PM        LIU, XUN                      
COR-101             10:35 AM - 11:30 AM      YENIYURT                      
RWH-105             7:45 PM - 8:40 PM        YENIYURT                      
RWH-105             7:45 PM - 8:40 PM        DIBATTISTA                    
SEC-207             10:35 AM - 11:30 AM      GYLLENHAAL                    
RWH-105             7:45 PM - 8:40 PM        JONES, JENNIFER               
RWH-105             7:45 PM - 8:40 PM        BELLANY                       
SEC-207             4:05 PM - 5:00 PM        MERCANDETTI                   
LSH-AUD             7:30 PM - 8:50 PM        CONNOLLY                      
LSH-AUD             7:30 PM - 8:50 PM        TARTAKOFF                     
BE-250              4:05 PM - 5:00 PM        KELLY, SAMANTHA               
LSH-AUD             7:30 PM - 8:50 PM        DIBATTISTA                    
LSH-AUD             7:30 PM - 8:50 PM        DAVIS, BELINDA                
BE-250              7:45 PM - 8:40 PM        YENIYURT                      
LSH-AUD             7:30 PM - 8:50 PM        KOVEN, SETH                   
LSH-AUD             7:30 PM - 8:50 PM        ABBAS, SADIA                  
BE-250              4:05 PM - 5:00 PM        CLEMENS, PAUL                 
LSH-AUD             5:40 PM - 7:00 PM        CLEMENS, PAUL                 
LSH-AUD             5:40 PM - 7:00 PM        CLEMENS, PAUL                 
BRR-5105            7:45 PM - 8:40 PM        CLEMENS, PAUL                 
LSH-AUD             5:40 PM - 7:00 PM        CLEMENS, PAUL                 
LSH-AUD             5:40 PM - 7:00 PM        SCHOEN, JOHANNA               
LSH-B267            7:45 PM - 8:40 PM        PIETRUSKA                     
PH-115              5:40 PM - 7:00 PM        GRIPPALDI                     
PH-115              5:40 PM - 7:00 PM        JONES, TOBY                   
TIL-258             7:45 PM - 8:40 PM        SILVER, PETER                 
PH-115              8:30 AM - 9:50 AM        MARKOWITZ                     
PH-115              8:30 AM - 9:50 AM        MARKOWITZ                     
CCB-1203            2:15 PM - 3:10 PM        PIETRUSKA                     
PH-115              8:30 AM - 9:50 AM        GRIPPALDI                     
PH-115              8:30 AM - 9:50 AM        ECHEVERRIA                    
LSH-A143            4:05 PM - 5:00 PM        FOGLESONG                     
ARC-103             8:30 AM - 9:50 AM        LOPEZ, KATHLEEN               
ARC-103             8:30 AM - 9:50 AM        NARAYANAN                     
ARC-105             7:45 PM - 8:40 PM        ADAM, NATHALIE                
ARC-103             8:30 AM - 9:50 AM                                      
ARC-103             8:30 AM - 9:50 AM        BENSETTI BENBAD               
SEC-202             4:05 PM - 5:00 PM        LEVIN, VADIM                  
ARC-103             8:30 AM - 9:50 AM        LAWRENCE, SUSAN               
ARC-103             8:30 AM - 9:50 AM        LAWRENCE, SUSAN               
BME-102             7:45 PM - 8:40 PM        LAWRENCE, SUSAN               
ARC-103             7:30 PM - 8:50 PM                                      
ARC-103             7:30 PM - 8:50 PM        O'KEEFE, PAUL                 
CCB-1303            2:15 PM - 3:10 PM        SCALIA, ROSARIO               
ARC-103             7:30 PM - 8:50 PM        RUSU, MARIUS                  
ARC-103             7:30 PM - 8:50 PM        LANE                          
SEC-207             4:05 PM - 5:00 PM        LANE                          
SEC-111             2:00 PM - 3:20 PM        DE LUCA                       
SEC-111             2:00 PM - 3:20 PM        TAIBI                         
LSH-B267            7:45 PM - 8:40 PM        PASETTI                       
SEC-111             2:00 PM - 3:20 PM        SCALIA, ROSARIO               
SEC-111             2:00 PM - 3:20 PM        SCALIA, ROSARIO               
SEC-203             4:05 PM - 5:00 PM        CURCIO, TIMOTHY               
SEC-111             2:00 PM - 3:20 PM        CURCIO, TIMOTHY               
SEC-111             2:00 PM - 3:20 PM        MININNI, ANGELA               
TIL-246             4:05 PM - 5:00 PM        CURCIO, TIMOTHY               
SEC-111             12:10 PM - 1:30 PM       WIKA, NATALIA                 
SEC-111             12:10 PM - 1:30 PM       STANDRIDGE                    
LSH-A143            7:45 PM - 8:40 PM        STANDRIDGE                    
BE-AUD              12:10 PM - 1:30 PM       JACOBS, STEVEN                
BE-AUD              12:10 PM - 1:30 PM       LANE                          
BE-252              4:05 PM - 5:00 PM        LAPERUTA                      
BE-AUD              12:10 PM - 1:30 PM       LAPERUTA                      
BE-AUD              12:10 PM - 1:30 PM       BALDI, ANDREA                 
BE-253              5:55 PM - 6:50 PM        GAMBAROTA                     
BE-AUD              12:10 PM - 1:30 PM       SCALIA, ROSARIO               
BE-AUD              12:10 PM - 1:30 PM                                     
LSH-B269            7:45 PM - 8:40 PM        MIKDASHI, MAYA                
BE-AUD              12:10 PM - 1:30 PM       RAUCHER, MICHAL               
BE-AUD              12:10 PM - 1:30 PM                                     
BE-252              4:05 PM - 5:00 PM        RAUCHER, MICHAL               
PHY-LH              2:00 PM - 3:20 PM        RENDSBURG, GARY               
PHY-LH              2:00 PM - 3:20 PM        HABERL, CHARLES               
RWH-102             7:45 PM - 8:40 PM        YADIN-ISRAEL                  
PHY-LH              2:00 PM - 3:20 PM        RAUCHER, MICHAL               
PHY-LH              2:00 PM - 3:20 PM        RENDSBURG, GARY               
SEC-117             4:05 PM - 5:00 PM        KOLBABA, TIA                  
PHY-LH              2:00 PM - 3:20 PM        MERCANDETTI                   
PHY-LH              2:00 PM - 3:20 PM        SHOMER, YAEL                  
SEC-203             4:05 PM - 5:00 PM        RAUCHER, MICHAL               
PHY-LH              10:20 AM - 11:40 AM      TARTAKOFF                     
PHY-LH              10:20 AM - 11:40 AM      GUMRUKCU                      
SEC-208             12:25 PM - 1:20 PM                                     
HLL-114             10:20 AM - 11:40 AM                                    
HLL-114             10:20 AM - 11:40 AM                                    
