Class Name                                        Building/Room       Class Times              Professor Names               
01:082:495                                        WD-DRAW             10:20 AM - 1:20 PM       REGUS, MARJORIS               
INTERNSHP ART HIST                                HCK-112             2:00 PM - 3:20 PM        WICKHAMSMITH                  
01:082:497                                        ARC-110             2:00 PM - 3:20 PM        KUCHI, TRIVENI                
HONORS IN ART HISTORY                             ARC-105             2:00 PM - 3:20 PM        CHARLES, LESLIN               
01:090:101                                        HCK-126             2:00 PM - 3:20 PM        RAMSAMY, EDWARD               
THE BYRNE SEMINARS                                MU-207              8:30 AM - 9:50 AM        LATH, AMITABH                 
01:090:103                                        TIL-105             8:30 AM - 9:50 AM        LYDON, SHARON; MACHIN         
CROSS-CULTURAL COMPETENCY                         HC-S120             10:20 AM - 11:40 AM      ARMOUR; SILENZIO              
01:090:111                                        CI-201              10:20 AM - 11:40 AM      GRAY, CORNELL                 
HONORS COLLOQUIUM                                 RMH-209             12:10 PM - 1:30 PM       SHAHID                        
01:090:120                                        WD-DRAW             12:10 PM - 1:30 PM       CIPRIANI                      
FIGS SEMINAR                                      AUT-104             3:50 PM - 5:10 PM        GORDON, RAHJAUN               
01:090:121                                        RMH-209             3:50 PM - 5:10 PM        GORDON, RAHJAUN               
INTERNATIONAL STUDENT TRANSITION SEMINAR          ED-025A             2:00 PM - 3:20 PM        JAMIL, HASHAAM                
01:090:124                                        NIH-111             2:00 PM - 3:20 PM        JONES, ANTHONY                
BEING RU-FIT: FIRST YEAR INTERNATIONAL TRANSITION MUS-207             5:40 PM - 8:40 PM        KELLEY, JUSTIN                
01:090:125                                        SC-215              12:10 PM - 3:10 PM       BEAUVOIR                      
HONORS COLLEGE FORUM                              JDC-010             10:20 AM - 1:20 PM       LAWSON JR.                    
01:090:130                                        JDC-010             3:50 PM - 5:10 PM        JAMIL, HASHAAM                
COOPERMAN COLLEGE SCHOLARS SEMINAR I              SC-219              12:10 PM - 1:30 PM       QUARTLBAUM                    
01:090:132                                        SEC-212             12:10 PM - 1:30 PM       CAULK, KEYWUAN                
COOPERMAN COLLEGE SCHOLARS SEMINAR III            BE-011              3:50 PM - 5:10 PM        GRAY, CORNELL                 
01:090:181                                        ALX-049             2:00 PM - 3:20 PM        SHAHID                        
ACADEMIC SUCCESS SEMINAR PROGRAM                  HC-S124             12:10 PM - 3:10 PM       QUARTLBAUM                    
01:090:182                                        HC-S126             3:50 PM - 5:10 PM        KEETON, CHARLES               
MCAT PREP WORKSHOP                                HC-E128             2:00 PM - 3:20 PM        DAVIS, ADRIANNE               
01:090:201                                        HC-S124             3:50 PM - 6:50 PM        SANCHEZ GOMEZ                 
INTERNSHIP SAS                                    HC-S126             10:20 AM - 11:40 AM      CHANDRASHEKHAR                
01:090:203                                        HC-N106             10:20 AM - 11:40 AM      KIM-LEE                       
CO-OP ARTS &amp; SCIENCE                          HC-S124             3:50 PM - 5:10 PM        ACKERMAN                      
01:090:210                                        HC-S126             12:10 PM - 1:30 PM       SADOWSKY                      
CAREER EXPLORATIONS IN ARTS AND SCIENCES          HC-E128             10:20 AM - 11:40 AM      ANDRADE, KELLY                
01:090:220                                        HC-S124             10:20 AM - 11:40 AM      SYED, YUSRA                   
STUDENTS IN TRANSITION                            HC-S126             10:20 AM - 1:20 PM       TABANLI, SHEILA               
01:090:224                                        HC-N106             2:00 PM - 5:00 PM        YENIYURT                      
SPECIAL TOPICS                                    HC-S126             12:10 PM - 1:30 PM       BARTHELUS                     
01:090:226                                        HC-S124             8:30 AM - 9:50 AM        GATTI                         
SPECIAL TOPICS                                    HC-S124             10:20 AM - 1:20 PM       LEE, SAMANTHA                 
01:090:228                                        HC-S124             12:10 PM - 1:30 PM       ZACK, JADE                    
SPECIAL TOPICS                                    HC-E128             3:50 PM - 5:10 PM        LOOKMAN, AIMEE                
01:090:292                                        HC-N106             10:20 AM - 11:40 AM      PRADEEP                       
INTERDISCIPLINARY HONORS SEMINAR                  HC-S120             10:20 AM - 11:40 AM      SIDDIQUI                      
01:090:293                                        HC-S124             10:20 AM - 11:40 AM      VADDIPARTI                    
INTERDISCIPLINARY HONORS SEMINAR                  HC-S126             10:20 AM - 1:20 PM       AHMED, MALIA                  
01:090:294                                        AB-3100             5:40 PM - 8:40 PM        SHROFF, MITALI                
INTERDISCIPLINARY HONORS SEMINAR                  AB-2250             10:20 AM - 11:40 AM      LEE, JOYCE                    
01:090:295                                        MU-112              10:20 AM - 11:40 AM      CARDILE, OLIVIA               
INTERDISCIPLINARY HONORS SEMINAR                  MU-113              3:50 PM - 5:10 PM        HOWLAND                       
01:090:296                                        SC-102              5:40 PM - 7:00 PM        KAMALAKKANNAN                 
INTERDISCIPLINARY HONORS SEMINAR                  AB-2100             12:10 PM - 1:30 PM       MEHTA, PRIYA                  
01:090:297                                        AB-2200             2:00 PM - 3:20 PM        STOECKERT, LENA               
INTERDISCIPLINARY HONORS SEMINAR                  HH-B5               10:20 AM - 11:40 AM      BANSAL, KUSH                  
01:090:308                                        HH-A7               2:00 PM - 3:20 PM        PELLICANE                     
IRW LRNG COMM                                     SC-105              10:20 AM - 11:40 AM      LOCURTO                       
01:090:325                                        SC-119              2:00 PM - 3:20 PM        FRIEDMAN                      
SPECIAL TOPICS                                    SC-214              3:50 PM - 5:10 PM        LEE, LUNA                     
01:090:327                                        HH-B5               10:20 AM - 1:20 PM       FERRELL, LUKE                 
SPECIAL TOPICS                                    BSC-175             12:10 PM - 1:30 PM       SKIBICKI                      
01:090:328                                        CI-201              10:20 AM - 11:40 AM      ABDELJABER                    
SPECIAL TOPICS                                    BSC-175             5:40 PM - 7:00 PM        ARELLANO                      
01:090:393                                        MU-113              12:10 PM - 1:30 PM       LOCKBURNER                    
IND STUDY &amp; RESEARCH                          SC-101              3:50 PM - 5:10 PM        ROBERTS, ANDREW               
01:090:491                                        BSC-175             2:00 PM - 5:00 PM        AMJAD, FAUZAN                 
RESEARCH WORKSHOP                                 BSC-175             5:40 PM - 7:00 PM        RUITER                        
01:090:493                                        BSC-175             5:40 PM - 7:00 PM        THAKKER, KAVIRA               
